"s.Apple"	"s.Apricot"	"s.Elm"	"s.Filbert"	"s.Locust"	"s.Rose"	"s.Seabuckthorn"	"s.Willow"	"index"	"stat"	"padj"	"GenusID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"tag"	"baseMean"
1	1	0	0	0	1	0	1	106	0.497328732887523	0.024975024975025	"Genus1259"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Hydrogeniiclostridium"	"None"	2.09316055208647e-05
1	0	0	0	0	1	0	0	13	0.468755395397116	0.046953046953047	"Genus1261"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__JAEEHZ01"	"None"	3.22082423612039e-05
0	0	0	0	0	0	1	0	7	0.598310166104882	0.002997002997003	"Genus1263"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__JAGZMM01"	"Seabuckthorn"	2.78190999040545e-05
0	0	0	0	0	0	1	0	7	0.740661033793982	0.000999000999000999	"Genus1270"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__RGIG2202"	"Seabuckthorn"	1.15684575430279e-05
1	0	0	0	0	1	0	1	56	0.607697193713974	0.004995004995005	"Genus1271"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__RGIG2835"	"None"	2.82736840627367e-06
0	0	0	0	0	0	1	0	7	0.629433597160073	0.001998001998002	"Genus1274"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__RGIG7067"	"Seabuckthorn"	2.08041677367478e-05
0	0	0	0	0	0	1	0	7	0.578253354858858	0.00699300699300699	"Genus1275"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__RGIG7265"	"Seabuckthorn"	5.71269963565724e-06
0	0	0	0	1	0	0	0	5	0.569040449604243	0.00599400599400599	"Genus1276"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__RGIG9287"	"Locust"	5.65950633729075e-06
0	0	0	0	0	0	1	0	7	0.50060435565068	0.016983016983017	"Genus1281"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__RUG806"	"Seabuckthorn"	2.94767102712067e-06
0	0	0	0	0	0	1	0	7	0.483971653341705	0.037962037962038	"Genus1282"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Ruminococcus_E"	"Seabuckthorn"	0.000135959693334696
0	0	0	0	0	0	1	0	7	0.528253651798134	0.014985014985015	"Genus1284"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Scatavimonas"	"Seabuckthorn"	3.93317803026787e-05
0	0	0	0	0	0	1	0	7	0.595078193844301	0.002997002997003	"Genus1285"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Scatolibacter"	"Seabuckthorn"	0.00109303627167356
1	0	0	0	0	1	0	1	56	0.523290115741037	0.01998001998002	"Genus1286"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Scybalenecus"	"None"	1.94952777359073e-06
0	0	0	1	0	1	1	0	86	0.548389866604444	0.014985014985015	"Genus1288"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__SIG603"	"None"	1.99480739597341e-06
0	0	0	0	0	0	1	0	7	0.729281188759288	0.000999000999000999	"Genus1290"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Timburyella"	"Seabuckthorn"	3.39209925705277e-05
0	0	0	0	0	1	0	0	6	0.507413641977347	0.020979020979021	"Genus1292"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA1213"	"Rose"	6.89480786315874e-05
0	0	0	0	0	0	1	0	7	0.601300437619509	0.002997002997003	"Genus1294"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA1417"	"Seabuckthorn"	0.000136130341589917
0	0	0	0	1	0	1	0	32	0.479920488423711	0.042957042957043	"Genus1299"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA7067"	"None"	1.09166071356525e-05
0	0	0	0	0	0	1	0	7	0.630561412697038	0.002997002997003	"Genus1300"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA737"	"Seabuckthorn"	4.07080123721181e-05
0	0	0	0	0	0	1	0	7	0.571689784293566	0.00799200799200799	"Genus1302"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UBA8612"	"Seabuckthorn"	1.00874576718556e-05
0	0	0	0	0	0	1	0	7	0.630614899735881	0.001998001998002	"Genus1304"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1264"	"Seabuckthorn"	3.59201051702901e-05
1	0	0	0	0	1	0	1	56	0.549032294190197	0.00699300699300699	"Genus1306"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1474"	"None"	5.89024323077911e-06
0	0	0	0	0	0	1	0	7	0.676371525665673	0.000999000999000999	"Genus1308"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1491"	"Seabuckthorn"	3.51324285061074e-05
0	0	0	1	0	0	1	0	29	0.56809773399965	0.00599400599400599	"Genus1309"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1532"	"None"	3.28694658465443e-06
0	0	0	0	0	0	1	0	7	0.491245594404224	0.044955044955045	"Genus1311"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1623"	"Seabuckthorn"	5.65394299578479e-06
0	1	0	0	0	1	0	0	19	0.530659904716527	0.00999000999000999	"Genus1312"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS172"	"None"	5.89310481035366e-06
1	0	0	0	1	0	1	0	53	0.510685959810499	0.020979020979021	"Genus1314"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__UMGS1976"	"None"	9.95413460200757e-06
1	0	0	0	1	0	1	0	53	0.53121436027572	0.011988011988012	"Genus1318"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__WRKY01"	"None"	3.16157293525048e-05
0	0	0	0	1	0	1	0	32	0.560833347717615	0.00799200799200799	"Genus1320"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Acutalibacteraceae"	"g__Yeguia"	"None"	5.88749582449916e-06
0	0	0	1	0	0	1	0	29	0.485681197038627	0.043956043956044	"Genus1324"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__CAKRRK01"	"None"	2.77816497773624e-06
0	0	0	0	0	0	1	0	7	0.657346465261879	0.001998001998002	"Genus1325"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__CAKTWY01"	"Seabuckthorn"	4.79374988612917e-05
0	0	0	0	0	0	1	0	7	0.533882241978234	0.016983016983017	"Genus1328"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Pseudobutyricicoccus"	"Seabuckthorn"	4.34915035706155e-06
1	1	0	0	1	1	1	0	179	0.503455275615011	0.024975024975025	"Genus1329"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__QXXE01"	"None"	0.000133405202157758
1	1	0	0	0	1	0	1	106	0.616788752150618	0.000999000999000999	"Genus1333"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__SIG471"	"None"	1.37299070154391e-05
0	0	0	0	0	0	1	0	7	0.61312210621872	0.002997002997003	"Genus1334"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__UBA4644"	"Seabuckthorn"	2.20770394767445e-06
0	0	0	0	0	0	1	0	7	0.502871778645987	0.023976023976024	"Genus1336"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Butyricicoccaceae"	"g__Ventrousia"	"Seabuckthorn"	6.07394939929734e-05
0	0	0	0	0	0	1	0	7	0.519758047272939	0.023976023976024	"Genus1337"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__Avispirillum"	"Seabuckthorn"	1.21160483673131e-05
0	0	0	0	1	0	1	0	32	0.568082209375647	0.00799200799200799	"Genus1338"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__CAG-272"	"None"	1.72546460419355e-05
1	0	0	0	1	0	1	0	53	0.53810951217984	0.00999000999000999	"Genus1339"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__CAG-390"	"None"	1.23858716854037e-05
0	0	0	0	0	0	1	0	7	0.749109958573011	0.000999000999000999	"Genus1342"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__CAKSEI01"	"Seabuckthorn"	7.0580839506438e-06
0	0	0	0	0	0	1	0	7	0.532673771818871	0.013986013986014	"Genus1345"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__DTU078"	"Seabuckthorn"	1.18550585010575e-05
1	1	0	0	0	1	0	1	106	0.548033901214537	0.003996003996004	"Genus1346"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__Firm-07"	"None"	1.22911980671329e-05
0	1	0	1	0	1	0	0	64	0.488739087078357	0.040959040959041	"Genus1347"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__HGM12650"	"None"	2.50478617373582e-06
0	0	0	0	0	0	1	0	7	0.692267526950336	0.000999000999000999	"Genus1351"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__QALR01"	"Seabuckthorn"	1.0084973727272e-05
0	0	0	0	0	0	1	0	7	0.605639773166224	0.002997002997003	"Genus1352"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__RGIG1743"	"Seabuckthorn"	8.35789522954413e-07
0	0	0	0	0	0	1	0	7	0.640690932136427	0.001998001998002	"Genus1353"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__RGIG1993"	"Seabuckthorn"	1.09944378721988e-06
0	0	0	0	1	1	1	0	89	0.470866387100218	0.041958041958042	"Genus1354"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__RGIG2000"	"None"	3.25366642629957e-05
1	0	0	0	0	1	0	1	56	0.612399367300854	0.001998001998002	"Genus1357"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__RGIG5474"	"None"	4.57804644969674e-06
0	0	0	0	0	0	1	0	7	0.662869163444579	0.002997002997003	"Genus1360"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__RUG12395"	"Seabuckthorn"	1.85675123524364e-06
0	0	0	0	0	0	1	0	7	0.640904894391778	0.001998001998002	"Genus1361"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__SIG655"	"Seabuckthorn"	1.21256308105589e-05
0	0	0	1	0	0	1	0	29	0.583865054500682	0.002997002997003	"Genus1364"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__UBA4717"	"None"	1.27649667597262e-06
0	0	0	0	0	0	1	0	7	0.645947790480865	0.001998001998002	"Genus1366"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__UMGS1865"	"Seabuckthorn"	3.06721728884439e-05
0	0	0	1	0	1	1	1	161	0.497468592244978	0.02997002997003	"Genus1367"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-272"	"g__UMGS731"	"None"	1.38397973923501e-05
0	0	0	0	0	0	1	0	7	0.512354628449707	0.001998001998002	"Genus1374"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-382"	"g__UBA1752"	"Seabuckthorn"	1.95457375582726e-05
1	0	0	0	0	1	1	1	127	0.528602319634548	0.00999000999000999	"Genus1376"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__CAG-382"	"g__UMGS882"	"None"	4.09918337270205e-06
1	0	0	0	0	0	0	0	1	0.518982924354323	0.010989010989011	"Genus1380"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ethanoligenenaceae"	"g__JAEWAU01"	"Apple"	6.75834111505852e-06
1	1	0	0	1	0	0	0	39	0.505778625709007	0.018981018981019	"Genus1383"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Feifaniaceae"	"g__Galloscillospira_B"	"None"	3.2176529941683e-06
0	0	0	0	0	0	1	0	7	0.582181941214347	0.002997002997003	"Genus1387"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__JAAYXM01"	"g__JAAYXM01"	"Seabuckthorn"	3.94643126863518e-06
0	0	0	0	0	0	1	0	7	0.604130544002028	0.002997002997003	"Genus1388"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__JAAYXM01"	"g__SIG480"	"Seabuckthorn"	2.05420689346257e-06
0	0	0	0	0	0	1	0	7	0.573073712148984	0.002997002997003	"Genus1389"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Alloscillospira"	"Seabuckthorn"	1.05217205881782e-05
0	1	0	1	0	1	1	0	141	0.585267612709924	0.002997002997003	"Genus1390"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Avoscillospira"	"None"	7.94552215769616e-06
1	0	0	0	1	0	1	0	53	0.62036947246652	0.000999000999000999	"Genus1393"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAG-170"	"None"	9.90057306957823e-06
0	0	0	0	0	0	1	0	7	0.611356362462327	0.001998001998002	"Genus1394"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAJFPI01"	"Seabuckthorn"	3.06090083153772e-05
0	0	0	0	0	0	1	0	7	0.655585354734156	0.001998001998002	"Genus1395"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAJOIG01"	"Seabuckthorn"	2.22850732866673e-05
0	0	0	0	1	0	0	0	5	0.675119929190007	0.000999000999000999	"Genus1396"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAKSXP01"	"Locust"	7.0177080769468e-07
1	0	0	0	0	1	0	1	56	0.600762016600849	0.003996003996004	"Genus1397"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAKTFW01"	"None"	3.66482676075517e-06
0	0	0	1	0	0	1	0	29	0.562121221676189	0.00799200799200799	"Genus1398"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CAKUEI01"	"None"	2.82256961250347e-06
1	0	0	0	1	1	0	1	125	0.561776864432397	0.00599400599400599	"Genus1399"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CALWWP01"	"None"	5.01354568928986e-06
0	0	0	0	1	0	1	0	32	0.539239990617439	0.00899100899100899	"Genus1402"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CALXCR01"	"None"	1.4448997277788e-05
1	0	0	0	1	0	1	0	53	0.533005688043388	0.011988011988012	"Genus1403"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CALXCT01"	"None"	1.70550703091737e-05
0	1	0	1	1	0	0	0	63	0.572889626647559	0.00699300699300699	"Genus1405"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__CALXGH01"	"None"	1.13502070482681e-06
0	0	0	0	0	0	1	0	7	0.540326733177631	0.00799200799200799	"Genus1406"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__DUOX01"	"Seabuckthorn"	8.52701084869833e-05
0	0	0	0	1	0	1	0	32	0.574494355747409	0.00699300699300699	"Genus1409"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__DXYV01"	"None"	2.00718091980438e-05
1	1	0	0	1	0	0	0	39	0.511385583365829	0.017982017982018	"Genus1419"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Heteroscilispira"	"None"	2.76425392564977e-06
0	0	0	0	0	0	1	0	7	0.55680680522123	0.00699300699300699	"Genus1421"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__HGM13006"	"Seabuckthorn"	6.69812939477124e-05
1	1	0	0	0	1	0	1	106	0.591192260707089	0.002997002997003	"Genus1423"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Instestinimonas_A"	"None"	3.67551493695368e-05
0	0	0	0	0	0	1	0	7	0.551874277892663	0.00699300699300699	"Genus1425"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__JAAWBF01"	"Seabuckthorn"	2.67047951336092e-05
0	0	0	0	1	1	0	1	90	0.473827989446126	0.044955044955045	"Genus1428"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__JAAYBW01"	"None"	0.000173410813296764
0	0	0	0	1	0	0	0	5	0.618396698774726	0.000999000999000999	"Genus1430"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__JAEDDG01"	"Locust"	1.67056329527192e-06
1	1	0	0	0	1	0	1	106	0.48720965349333	0.032967032967033	"Genus1431"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__JAEWRY01"	"None"	1.85836601842315e-05
1	0	0	0	1	1	1	0	124	0.501636751224873	0.020979020979021	"Genus1432"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__JAGFXR01"	"None"	0.000135475390483909
1	0	0	0	1	1	1	0	124	0.479463504685559	0.036963036963037	"Genus1435"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__JAJQEJ01"	"None"	0.000562504571656415
0	0	0	0	0	0	1	0	7	0.471169512761868	0.036963036963037	"Genus1442"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Onthomonas"	"Seabuckthorn"	8.99456369858551e-05
0	0	0	0	0	0	1	0	7	0.588491275445295	0.003996003996004	"Genus1449"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG1916"	"Seabuckthorn"	1.84328305510724e-06
0	1	0	0	1	0	0	0	18	0.546296905234646	0.013986013986014	"Genus1451"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG3171"	"None"	1.04669916805874e-06
1	0	0	0	1	0	0	0	12	0.46912046823502	0.046953046953047	"Genus1452"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG5644"	"None"	1.83875450269673e-06
0	0	0	0	1	0	0	0	5	0.602001229966833	0.002997002997003	"Genus1453"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG5705"	"Locust"	2.06453697638945e-06
0	0	0	0	1	0	0	0	5	0.661720919238166	0.000999000999000999	"Genus1454"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG6097"	"Locust"	6.37419948153187e-07
0	0	0	0	0	0	1	0	7	0.499176863302326	0.026973026973027	"Genus1456"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG7114"	"Seabuckthorn"	3.88929924350308e-06
0	0	0	0	1	0	0	0	5	0.618408181513526	0.00899100899100899	"Genus1458"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RGIG8048"	"Locust"	1.90360066660747e-06
0	0	0	0	0	0	1	0	7	0.52415325702997	0.01998001998002	"Genus1461"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__RUG678"	"Seabuckthorn"	1.83387908916707e-06
0	0	0	0	1	1	0	0	31	0.56283486359533	0.003996003996004	"Genus1462"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__Scatomorpha"	"None"	8.93956060504547e-05
0	0	0	0	1	1	1	0	89	0.540359688746604	0.004995004995005	"Genus1463"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__SIG469"	"None"	4.05283463451814e-05
0	0	0	0	1	0	0	0	5	0.610108863895776	0.003996003996004	"Genus1464"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__SIG495"	"Locust"	2.57126656585507e-06
1	1	0	0	1	1	0	0	102	0.521189662104063	0.011988011988012	"Genus1466"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__UBA1446"	"None"	1.26722567087173e-05
0	0	0	0	0	0	1	0	7	0.583069487503681	0.00899100899100899	"Genus1467"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__UBA1774"	"Seabuckthorn"	1.17240963120172e-06
0	1	0	1	1	1	0	1	209	0.495321544941051	0.028971028971029	"Genus1469"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__UBA738"	"None"	8.40653106951854e-06
1	0	0	0	1	0	1	0	53	0.4799215504102	0.02997002997003	"Genus1474"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Oscillospiraceae"	"g__WRAB01"	"None"	0.000190188062028107
0	0	0	0	0	0	1	0	7	0.652453609809581	0.001998001998002	"Genus1477"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__QAKW01"	"g__QAKW01"	"Seabuckthorn"	6.76104937075737e-06
1	0	0	0	1	0	0	0	12	0.537448613765696	0.020979020979021	"Genus1478"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__QAKW01"	"g__RGIG9041"	"None"	1.263861664511e-06
0	0	0	0	0	0	1	0	7	0.576709602485497	0.00599400599400599	"Genus1480"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__QAMX01"	"g__RUG11797"	"Seabuckthorn"	1.59157843385695e-06
0	0	0	0	0	0	1	0	7	0.509709933317094	0.025974025974026	"Genus1491"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__CAG-353"	"Seabuckthorn"	3.66881714947217e-05
0	0	0	0	0	0	1	0	7	0.485380550868417	0.046953046953047	"Genus1494"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__CALWZE01"	"Seabuckthorn"	3.09079424916018e-06
0	0	0	0	1	0	1	0	32	0.637398053069023	0.001998001998002	"Genus1495"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__CALXAK01"	"None"	1.19919460938394e-05
0	1	0	0	0	0	0	0	2	0.518963813631774	0.020979020979021	"Genus1498"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__CALXEN01"	"Apricot"	4.56564879529908e-07
1	0	0	0	0	1	0	1	56	0.541623325603873	0.00899100899100899	"Genus1499"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__CALXGT01"	"None"	4.04609103630559e-06
1	0	0	0	1	0	1	0	53	0.490345832768504	0.033966033966034	"Genus1501"	"d__Bacteria"	"p__Bacillota_A"	"c__Clostridia"	"o__Oscillospirales"	"f__Ruminococcaceae"	"g__Egerieicola"	"None"	1.44202882296529e-05
